argument,participant,premise_1,premise_2,conclusion,rating,condition,edge_qn,conflict_qn
21,18,can fly,has a mane,lays eggs,6,premise_1,0,1
22,18,can fly,has a mane,has wings,7,premise_1,1,1
23,18,can fly,has a mane,lives in water,1,premise_1,0,0
24,18,can fly,has a mane,has four legs,1,premise_1,0,1
25,18,can fly,has a mane,has feelers,5,premise_1,0,0
26,18,can fly,has a mane,lives in trees,6,premise_1,1,0
27,18,can fly,has a mane,has fur,2,premise_1,1,1
28,18,can fly,has a mane,makes an irritating sound,4,premise_1,0,0
29,18,can fly,has a mane,sees in the dark,4,premise_1,0,1
30,18,can fly,has a mane,eats nuts,1,premise_1,0,0
31,18,sucks blood,has two legs,has four legs,2,premise_1,1,0
32,18,sucks blood,has two legs,has feathers,2,premise_1,0,1
33,18,sucks blood,has two legs,has a beak,1,premise_1,0,1
34,18,sucks blood,has two legs,stings,4,premise_1,0,1
35,18,sucks blood,has two legs,has six legs,5,premise_1,1,1
36,18,sucks blood,has two legs,crawls,2,premise_1,1,1
37,18,sucks blood,has two legs,has feelers,5,premise_1,0,1
38,18,sucks blood,has two legs,has no legs,1,premise_1,1,0
39,18,sucks blood,has two legs,eats nuts,1,premise_1,0,1
40,18,sucks blood,has two legs,eats berries,1,premise_1,0,1
41,18,lives in the desert,is blue,lives in water,1,premise_1,1,1
42,18,lives in the desert,is blue,lives in the sea,2,premise_1,1,1
43,18,lives in the desert,is blue,eats fish,1,premise_1,1,0
44,18,lives in the desert,is blue,lives in the woods,1,premise_1,1,0
45,18,lives in the desert,is blue,has gills,1,premise_1,0,1
46,18,lives in the desert,is blue,is a nocturnal animal,6,premise_1,0,0
47,18,lives in the desert,is blue,is slow,3,premise_1,0,0
48,18,lives in the desert,is blue,has no legs,4,premise_1,0,0
49,18,lives in the desert,is blue,lives under the ground,7,premise_1,1,0
50,18,lives in the desert,is blue,sees in the dark,5,premise_1,0,0
51,18,can fly,has scales,has wings,7,premise_1,1,1
52,18,can fly,has scales,lives in water,3,premise_1,0,0
53,18,can fly,has scales,has feathers,7,premise_1,1,0
54,18,can fly,has scales,can swim,5,premise_1,0,1
55,18,can fly,has scales,is a predator,5,premise_1,0,0
56,18,can fly,has scales,lives in trees,6,premise_1,1,0
57,18,can fly,has scales,sings,7,premise_1,0,0
58,18,can fly,has scales,can be ridden,1,premise_1,0,0
59,18,can fly,has scales,has fur,3,premise_1,1,0
60,18,can fly,has scales,is cold-blooded,1,premise_1,0,1
61,18,has wings,has sharp teeth,can fly,7,premise_1,1,1
62,18,has wings,has sharp teeth,lives in water,2,premise_1,0,0
63,18,has wings,has sharp teeth,is green,3,premise_1,0,0
64,18,has wings,has sharp teeth,has gills,1,premise_1,0,0
65,18,has wings,has sharp teeth,has two legs,7,premise_1,0,0
66,18,has wings,has sharp teeth,is a predator,5,premise_1,1,0
67,18,has wings,has sharp teeth,is pink,2,premise_1,0,0
68,18,has wings,has sharp teeth,makes a web,1,premise_1,0,0
69,18,has wings,has sharp teeth,is strong,3,premise_1,0,0
70,18,has wings,has sharp teeth,climbs well,1,premise_1,0,0
71,18,has four legs,has feathers,can fly,1,premise_1,0,1
72,18,has four legs,has feathers,has wings,1,premise_1,0,1
73,18,has four legs,has feathers,has scales,3,premise_1,1,0
74,18,has four legs,has feathers,has a beak,2,premise_1,0,1
75,18,has four legs,has feathers,has two legs,1,premise_1,1,1
76,18,has four legs,has feathers,has six legs,1,premise_1,1,0
77,18,has four legs,has feathers,can be ridden,3,premise_1,1,0
78,18,has four legs,has feathers,has fur,4,premise_1,1,0
79,18,has four legs,has feathers,has no legs,1,premise_1,1,0
80,18,has four legs,has feathers,is pink,3,premise_1,0,0
81,18,makes a web,lives in water,lives in the sea,1,premise_1,1,0
82,18,makes a web,lives in water,can swim,1,premise_1,1,1
83,18,makes a web,lives in water,eats fish,1,premise_1,1,0
84,18,makes a web,lives in water,lives in the woods,5,premise_1,1,0
85,18,makes a web,lives in water,has gills,1,premise_1,1,0
86,18,makes a web,lives in water,eats grass,1,premise_1,1,0
87,18,makes a web,lives in water,sucks blood,1,premise_1,0,1
88,18,makes a web,lives in water,eats grain,1,premise_1,1,0
89,18,makes a web,lives in water,eats nuts,1,premise_1,1,0
90,18,makes a web,lives in water,eats berries,1,premise_1,1,0
91,18,has feathers,crawls,has scales,1,premise_1,1,0
92,18,has feathers,crawls,has a beak,6,premise_1,0,1
93,18,has feathers,crawls,has two legs,6,premise_1,1,1
94,18,has feathers,crawls,has six legs,1,premise_1,1,0
95,18,has feathers,crawls,has fur,1,premise_1,1,0
96,18,has feathers,crawls,has no legs,1,premise_1,1,0
97,18,has feathers,crawls,lives under the ground,1,premise_1,0,0
98,18,has feathers,crawls,makes a web,1,premise_1,0,0
99,18,has feathers,crawls,eats nuts,2,premise_1,0,1
100,18,has feathers,crawls,eats berries,2,premise_1,0,1
101,18,has a hump,makes a web,lays eggs,1,premise_1,0,1
102,18,has a hump,makes a web,has four legs,6,premise_1,0,1
103,18,has a hump,makes a web,is grey,2,premise_1,0,1
104,18,has a hump,makes a web,is black,3,premise_1,0,1
105,18,has a hump,makes a web,lives in the woods,1,premise_1,0,1
106,18,has a hump,makes a web,stings,1,premise_1,0,1
107,18,has a hump,makes a web,has feelers,1,premise_1,0,1
108,18,has a hump,makes a web,eats grass,6,premise_1,0,1
109,18,has a hump,makes a web,is heavy,5,premise_1,0,1
110,18,has a hump,makes a web,can be ridden,5,premise_1,0,1
111,18,is red,has a trunk,can fly,4,premise_1,0,1
112,18,is red,has a trunk,lays eggs,4,premise_1,0,1
113,18,is red,has a trunk,has wings,4,premise_1,0,1
114,18,is red,has a trunk,has four legs,4,premise_1,0,1
115,18,is red,has a trunk,is grey,1,premise_1,0,1
116,18,is red,has a trunk,has sharp teeth,3,premise_1,0,1
117,18,is red,has a trunk,eats grass,2,premise_1,0,1
118,18,is red,has a trunk,is heavy,2,premise_1,0,1
119,18,is red,has a trunk,can be ridden,3,premise_1,0,1
120,18,is red,has a trunk,is strong,3,premise_1,0,1
121,18,sings,has gills,can fly,2,premise_1,0,1
122,18,sings,has gills,has wings,2,premise_1,0,1
123,18,sings,has gills,lives in water,2,premise_1,1,0
124,18,sings,has gills,has feathers,2,premise_1,0,1
125,18,sings,has gills,lives in the sea,2,premise_1,1,0
126,18,sings,has gills,can swim,2,premise_1,0,1
127,18,sings,has gills,has two legs,2,premise_1,0,1
128,18,sings,has gills,lives in trees,4,premise_1,0,1
129,18,sings,has gills,is cold-blooded,5,premise_1,0,1
130,18,sings,has gills,eats nuts,2,premise_1,0,1
131,18,has wings,has a trunk,can fly,6,premise_1,1,1
132,18,has wings,has a trunk,lays eggs,7,premise_1,0,1
133,18,has wings,has a trunk,has four legs,2,premise_1,0,1
134,18,has wings,has a trunk,has sharp teeth,2,premise_1,0,1
135,18,has wings,has a trunk,crawls,1,premise_1,0,0
136,18,has wings,has a trunk,has a long neck,3,premise_1,0,0
137,18,has wings,has a trunk,eats grass,1,premise_1,0,1
138,18,has wings,has a trunk,can be ridden,1,premise_1,0,1
139,18,has wings,has a trunk,has fur,1,premise_1,0,1
140,18,has wings,has a trunk,eats berries,3,premise_1,0,0
141,18,has feathers,has no legs,can fly,6,premise_1,0,1
142,18,has feathers,has no legs,has wings,7,premise_1,0,1
143,18,has feathers,has no legs,has four legs,2,premise_1,1,0
144,18,has feathers,has no legs,has a beak,7,premise_1,0,1
145,18,has feathers,has no legs,has two legs,7,premise_1,1,1
146,18,has feathers,has no legs,has six legs,1,premise_1,1,0
147,18,has feathers,has no legs,has fur,1,premise_1,1,0
148,18,has feathers,has no legs,is cold-blooded,1,premise_1,0,1
149,18,has feathers,has no legs,eats nuts,1,premise_1,0,1
150,18,has feathers,has no legs,eats berries,3,premise_1,0,1
151,18,has scales,has a beak,can fly,2,premise_1,0,1
152,18,has scales,has a beak,has wings,1,premise_1,0,1
153,18,has scales,has a beak,has feathers,1,premise_1,1,1
154,18,has scales,has a beak,has two legs,2,premise_1,0,1
155,18,has scales,has a beak,stinks,2,premise_1,0,0
156,18,has scales,has a beak,sucks blood,3,premise_1,0,0
157,18,has scales,has a beak,has fur,1,premise_1,1,0
158,18,has scales,has a beak,is cold-blooded,7,premise_1,0,1
159,18,has scales,has a beak,eats nuts,1,premise_1,0,1
160,18,has scales,has a beak,eats berries,3,premise_1,0,1
161,18,stings,has feathers,has scales,5,premise_1,1,0
162,18,stings,has feathers,has a beak,3,premise_1,0,1
163,18,stings,has feathers,has two legs,2,premise_1,0,1
164,18,stings,has feathers,has sharp teeth,5,premise_1,0,0
165,18,stings,has feathers,crawls,6,premise_1,0,1
166,18,stings,has feathers,stinks,2,premise_1,0,0
167,18,stings,has feathers,has feelers,4,premise_1,0,1
168,18,stings,has feathers,has fur,2,premise_1,1,0
169,18,stings,has feathers,eats nuts,1,premise_1,0,1
170,18,stings,has feathers,eats berries,2,premise_1,0,1
171,18,has a beak,has fur,can fly,5,premise_1,0,1
172,18,has a beak,has fur,lays eggs,7,premise_1,0,1
173,18,has a beak,has fur,has wings,5,premise_1,0,1
174,18,has a beak,has fur,has four legs,1,premise_1,0,1
175,18,has a beak,has fur,has feathers,5,premise_1,1,1
176,18,has a beak,has fur,has scales,2,premise_1,1,0
177,18,has a beak,has fur,has two legs,4,premise_1,0,1
178,18,has a beak,has fur,stinks,2,premise_1,0,0
179,18,has a beak,has fur,sucks blood,3,premise_1,0,0
180,18,has a beak,has fur,has a mane,3,premise_1,1,0
181,18,can be ridden,has six legs,has four legs,5,premise_1,1,0
182,18,can be ridden,has six legs,lives in the woods,2,premise_1,0,1
183,18,can be ridden,has six legs,has two legs,1,premise_1,1,0
184,18,can be ridden,has six legs,crawls,1,premise_1,1,0
185,18,can be ridden,has six legs,stinks,2,premise_1,0,1
186,18,can be ridden,has six legs,has feelers,1,premise_1,0,1
187,18,can be ridden,has six legs,eats grass,5,premise_1,0,1
188,18,can be ridden,has six legs,is heavy,5,premise_1,0,1
189,18,can be ridden,has six legs,has no legs,1,premise_1,1,0
190,18,can be ridden,has six legs,is strong,7,premise_1,1,1
191,18,has gills,has feelers,can fly,1,premise_1,0,0
192,18,has gills,has feelers,lives in water,7,premise_1,1,1
193,18,has gills,has feelers,lives in the sea,7,premise_1,1,0
194,18,has gills,has feelers,can swim,7,premise_1,0,1
195,18,has gills,has feelers,eats fish,5,premise_1,0,1
196,18,has gills,has feelers,has six legs,1,premise_1,0,0
197,18,has gills,has feelers,stinks,3,premise_1,0,1
198,18,has gills,has feelers,is cold-blooded,3,premise_1,0,1
199,18,has gills,has feelers,climbs well,1,premise_1,0,0
200,18,has gills,has feelers,eats nuts,1,premise_1,0,0
201,18,lives in the sea,has a mane,lives in water,7,premise_1,1,1
202,18,lives in the sea,has a mane,can swim,7,premise_1,1,0
203,18,lives in the sea,has a mane,eats fish,5,premise_1,1,1
204,18,lives in the sea,has a mane,eats grass,1,premise_1,1,0
205,18,lives in the sea,has a mane,sings,2,premise_1,1,0
206,18,lives in the sea,has a mane,lives in the desert,1,premise_1,1,0
207,18,lives in the sea,has a mane,has fur,1,premise_1,1,1
208,18,lives in the sea,has a mane,eats grain,1,premise_1,1,0
209,18,lives in the sea,has a mane,makes an irritating sound,2,premise_1,1,0
210,18,lives in the sea,has a mane,sees in the dark,2,premise_1,0,1
211,18,has no legs,can fly,has wings,1,premise_1,1,1
212,18,has no legs,can fly,has four legs,1,premise_1,1,0
213,18,has no legs,can fly,can swim,4,premise_1,0,1
214,18,has no legs,can fly,has two legs,1,premise_1,1,0
215,18,has no legs,can fly,has six legs,1,premise_1,1,0
216,18,has no legs,can fly,crawls,7,premise_1,1,0
217,18,has no legs,can fly,lives in trees,2,premise_1,1,0
218,18,has no legs,can fly,can jump far,1,premise_1,1,0
219,18,has no legs,can fly,has a hump,1,premise_1,0,0
220,18,has no legs,can fly,is cold-blooded,7,premise_1,0,1
221,18,eats fish,has six legs,can fly,3,premise_1,0,0
222,18,eats fish,has six legs,lives in water,5,premise_1,1,0
223,18,eats fish,has six legs,has four legs,3,premise_1,1,0
224,18,eats fish,has six legs,is grey,3,premise_1,0,0
225,18,eats fish,has six legs,lives in the sea,5,premise_1,1,0
226,18,eats fish,has six legs,has two legs,3,premise_1,1,0
227,18,eats fish,has six legs,crawls,2,premise_1,1,0
228,18,eats fish,has six legs,has feelers,2,premise_1,0,1
229,18,eats fish,has six legs,lives in the desert,1,premise_1,1,0
230,18,eats fish,has six legs,has no legs,2,premise_1,1,0
231,18,has scales,has two legs,can fly,2,premise_1,0,1
232,18,has scales,has two legs,has wings,2,premise_1,0,1
233,18,has scales,has two legs,has feathers,2,premise_1,1,1
234,18,has scales,has two legs,has a beak,2,premise_1,0,1
235,18,has scales,has two legs,has six legs,2,premise_1,1,0
236,18,has scales,has two legs,has fur,1,premise_1,1,0
237,18,has scales,has two legs,has no legs,4,premise_1,1,0
238,18,has scales,has two legs,is cold-blooded,6,premise_1,0,1
239,18,has scales,has two legs,eats nuts,2,premise_1,0,1
240,18,has scales,has two legs,eats berries,2,premise_1,0,1
241,18,has two legs,lives under the ground,has four legs,1,premise_1,1,0
242,18,has two legs,lives under the ground,has feathers,4,premise_1,0,1
243,18,has two legs,lives under the ground,is green,3,premise_1,0,0
244,18,has two legs,lives under the ground,has a beak,3,premise_1,0,1
245,18,has two legs,lives under the ground,lives in the woods,3,premise_1,1,0
246,18,has two legs,lives under the ground,has six legs,1,premise_1,1,0
247,18,has two legs,lives under the ground,crawls,1,premise_1,1,1
248,18,has two legs,lives under the ground,lives in the desert,2,premise_1,1,0
249,18,has two legs,lives under the ground,has no legs,1,premise_1,1,0
250,18,has two legs,lives under the ground,climbs well,3,premise_1,0,0
251,18,has gills,has fur,lives in water,7,premise_1,1,0
252,18,has gills,has fur,has feathers,1,premise_1,1,0
253,18,has gills,has fur,lives in the sea,7,premise_1,1,0
254,18,has gills,has fur,has scales,7,premise_1,1,0
255,18,has gills,has fur,eats grass,1,premise_1,0,0
256,18,has gills,has fur,sucks blood,3,premise_1,0,0
257,18,has gills,has fur,is yellow,4,premise_1,0,0
258,18,has gills,has fur,sings,2,premise_1,0,0
259,18,has gills,has fur,has a mane,1,premise_1,1,0
260,18,has gills,has fur,is cold-blooded,4,premise_1,0,1
261,18,lives in trees,can be ridden,can fly,6,premise_1,1,0
262,18,lives in trees,can be ridden,has four legs,2,premise_1,1,0
263,18,lives in trees,can be ridden,lives in the woods,7,premise_1,1,1
264,18,lives in trees,can be ridden,is white,3,premise_1,0,0
265,18,lives in trees,can be ridden,is slow,4,premise_1,0,0
266,18,lives in trees,can be ridden,eats grass,1,premise_1,0,1
267,18,lives in trees,can be ridden,is strong,5,premise_1,1,0
268,18,lives in trees,can be ridden,has a hump,1,premise_1,0,0
269,18,lives in trees,can be ridden,climbs well,7,premise_1,1,0
270,18,lives in trees,can be ridden,sees in the dark,4,premise_1,0,0
271,18,has fur,sings,lays eggs,1,premise_1,0,1
272,18,has fur,sings,has wings,2,premise_1,0,1
273,18,has fur,sings,lives in water,2,premise_1,1,0
274,18,has fur,sings,has four legs,6,premise_1,0,1
275,18,has fur,sings,has feathers,1,premise_1,1,1
276,18,has fur,sings,lives in the sea,1,premise_1,1,0
277,18,has fur,sings,has scales,1,premise_1,1,0
278,18,has fur,sings,has a beak,2,premise_1,0,1
279,18,has fur,sings,has two legs,5,premise_1,0,1
280,18,has fur,sings,has a mane,4,premise_1,1,0
281,18,is pink,lives in the desert,lives in water,4,premise_1,1,0
282,18,is pink,lives in the desert,lives in the sea,4,premise_1,1,0
283,18,is pink,lives in the desert,eats fish,3,premise_1,1,0
284,18,is pink,lives in the desert,lives in the woods,3,premise_1,1,0
285,18,is pink,lives in the desert,stings,4,premise_1,0,0
286,18,is pink,lives in the desert,stinks,3,premise_1,0,0
287,18,is pink,lives in the desert,has a long neck,4,premise_1,0,0
288,18,is pink,lives in the desert,lives under the ground,3,premise_1,1,0
289,18,is pink,lives in the desert,sees in the dark,5,premise_1,0,0
290,18,is pink,lives in the desert,eats berries,3,premise_1,0,0
291,18,has feelers,has four legs,has scales,2,premise_1,0,0
292,18,has feelers,has four legs,has two legs,2,premise_1,1,0
293,18,has feelers,has four legs,has six legs,5,premise_1,1,0
294,18,has feelers,has four legs,is slow,3,premise_1,0,0
295,18,has feelers,has four legs,can jump far,3,premise_1,0,0
296,18,has feelers,has four legs,sucks blood,3,premise_1,0,0
297,18,has feelers,has four legs,can be ridden,1,premise_1,1,0
298,18,has feelers,has four legs,has fur,1,premise_1,0,0
299,18,has feelers,has four legs,has no legs,2,premise_1,1,0
300,18,has feelers,has four legs,is pink,2,premise_1,0,0
301,18,lays eggs,has a hump,is grey,2,premise_1,0,0
302,18,lays eggs,has a hump,is a pet,3,premise_1,0,0
303,18,lays eggs,has a hump,has two legs,5,premise_1,0,0
304,18,lays eggs,has a hump,is slow,4,premise_1,0,0
305,18,lays eggs,has a hump,eats grass,2,premise_1,0,1
306,18,lays eggs,has a hump,can be ridden,3,premise_1,0,1
307,18,lays eggs,has a hump,has fur,1,premise_1,0,1
308,18,lays eggs,has a hump,lives under the ground,3,premise_1,0,0
309,18,lays eggs,has a hump,climbs well,3,premise_1,0,0
310,18,lays eggs,has a hump,is blue,3,premise_1,0,0
311,18,can be ridden,is green,has four legs,6,premise_1,1,0
312,18,can be ridden,is green,has sharp teeth,3,premise_1,0,0
313,18,can be ridden,is green,has feelers,1,premise_1,0,0
314,18,can be ridden,is green,lives in trees,1,premise_1,0,0
315,18,can be ridden,is green,eats grass,6,premise_1,0,1
316,18,can be ridden,is green,is heavy,6,premise_1,0,0
317,18,can be ridden,is green,is yellow,3,premise_1,0,0
318,18,can be ridden,is green,lives in the desert,3,premise_1,0,0
319,18,can be ridden,is green,is strong,6,premise_1,1,0
320,18,can be ridden,is green,is cold-blooded,1,premise_1,0,0
321,18,has a beak,has sharp teeth,can fly,7,premise_1,0,1
322,18,has a beak,has sharp teeth,has wings,7,premise_1,0,1
323,18,has a beak,has sharp teeth,has feathers,7,premise_1,0,1
324,18,has a beak,has sharp teeth,has two legs,7,premise_1,0,1
325,18,has a beak,has sharp teeth,is a nocturnal animal,3,premise_1,0,0
326,18,has a beak,has sharp teeth,is a predator,5,premise_1,1,0
327,18,has a beak,has sharp teeth,sings,7,premise_1,0,0
328,18,has a beak,has sharp teeth,has no legs,1,premise_1,0,0
329,18,has a beak,has sharp teeth,lives under the ground,2,premise_1,0,0
330,18,has a beak,has sharp teeth,eats berries,3,premise_1,0,1
331,18,has sharp teeth,is red,can fly,1,premise_1,0,1
332,18,has sharp teeth,is red,has wings,1,premise_1,0,1
333,18,has sharp teeth,is red,is black,3,premise_1,0,0
334,18,has sharp teeth,is red,can swim,4,premise_1,0,0
335,18,has sharp teeth,is red,has two legs,3,premise_1,0,0
336,18,has sharp teeth,is red,crawls,2,premise_1,0,0
337,18,has sharp teeth,is red,is a predator,7,premise_1,1,0
338,18,has sharp teeth,is red,sucks blood,3,premise_1,0,0
339,18,has sharp teeth,is red,has no legs,3,premise_1,0,0
340,18,has sharp teeth,is red,makes a web,1,premise_1,0,0
341,18,is heavy,stings,is green,3,premise_1,0,0
342,18,is heavy,stings,is black,3,premise_1,0,0
343,18,is heavy,stings,eats fish,5,premise_1,0,0
344,18,is heavy,stings,stinks,3,premise_1,0,0
345,18,is heavy,stings,has a long neck,3,premise_1,0,0
346,18,is heavy,stings,has feelers,1,premise_1,0,1
347,18,is heavy,stings,is a predator,4,premise_1,0,0
348,18,is heavy,stings,lives in trees,1,premise_1,0,0
349,18,is heavy,stings,is slow,7,premise_1,1,0
350,18,is heavy,stings,eats berries,5,premise_1,0,0
351,18,has six legs,is pink,has four legs,1,premise_1,1,0
352,18,has six legs,is pink,is green,3,premise_1,0,0
353,18,has six legs,is pink,can swim,1,premise_1,0,0
354,18,has six legs,is pink,lives in the woods,4,premise_1,0,0
355,18,has six legs,is pink,has two legs,1,premise_1,1,0
356,18,has six legs,is pink,crawls,3,premise_1,1,0
357,18,has six legs,is pink,is a predator,5,premise_1,0,0
358,18,has six legs,is pink,has no legs,1,premise_1,1,0
359,18,has six legs,is pink,makes a web,3,premise_1,0,0
360,18,has six legs,is pink,sees in the dark,3,premise_1,0,0
361,18,makes a web,has six legs,lives in water,1,premise_1,0,0
362,18,makes a web,has six legs,has four legs,1,premise_1,1,0
363,18,makes a web,has six legs,is black,3,premise_1,0,0
364,18,makes a web,has six legs,is white,2,premise_1,0,0
365,18,makes a web,has six legs,has gills,1,premise_1,0,0
366,18,makes a web,has six legs,has two legs,1,premise_1,1,0
367,18,makes a web,has six legs,is a nocturnal animal,3,premise_1,0,0
368,18,makes a web,has six legs,crawls,3,premise_1,1,0
369,18,makes a web,has six legs,is heavy,1,premise_1,0,0
370,18,makes a web,has six legs,has no legs,1,premise_1,1,0
371,18,has fur,has feelers,lays eggs,1,premise_1,0,1
372,18,has fur,has feelers,lives in water,2,premise_1,0,0
373,18,has fur,has feelers,has four legs,5,premise_1,0,1
374,18,has fur,has feelers,has feathers,1,premise_1,1,0
375,18,has fur,has feelers,has scales,1,premise_1,1,0
376,18,has fur,has feelers,stings,2,premise_1,0,0
377,18,has fur,has feelers,stinks,3,premise_1,0,0
378,18,has fur,has feelers,is yellow,4,premise_1,0,0
379,18,has fur,has feelers,is pink,3,premise_1,0,0
380,18,has fur,has feelers,has a mane,4,premise_1,1,0
381,18,is a predator,is red,can fly,4,premise_1,0,0
382,18,is a predator,is red,lives in water,4,premise_1,0,0
383,18,is a predator,is red,is green,3,premise_1,0,0
384,18,is a predator,is red,has two legs,2,premise_1,0,0
385,18,is a predator,is red,has sharp teeth,6,premise_1,1,0
386,18,is a predator,is red,is pink,2,premise_1,0,0
387,18,is a predator,is red,is strong,5,premise_1,1,0
388,18,is a predator,is red,has a hump,1,premise_1,0,0
389,18,is a predator,is red,is cold-blooded,4,premise_1,0,0
390,18,is a predator,is red,eats berries,1,premise_1,0,0
391,18,is red,sees in the dark,has wings,4,premise_1,0,0
392,18,is red,sees in the dark,can swim,2,premise_1,0,0
393,18,is red,sees in the dark,has two legs,3,premise_1,0,0
394,18,is red,sees in the dark,is a nocturnal animal,2,premise_1,1,0
395,18,is red,sees in the dark,stinks,3,premise_1,0,0
396,18,is red,sees in the dark,sucks blood,3,premise_1,0,0
397,18,is red,sees in the dark,has no legs,2,premise_1,0,0
398,18,is red,sees in the dark,eats grain,3,premise_1,0,0
399,18,is red,sees in the dark,makes a web,3,premise_1,0,0
400,18,is red,sees in the dark,eats nuts,3,premise_1,0,0
1,19,has a trunk,lives in the sea,lives in water,4,premise_1,1,1
2,19,has a trunk,lives in the sea,can swim,2,premise_1,1,1
3,19,has a trunk,lives in the sea,eats fish,4,premise_1,1,1
4,19,has a trunk,lives in the sea,has gills,2,premise_1,1,0
5,19,has a trunk,lives in the sea,eats grass,3,premise_1,1,1
6,19,has a trunk,lives in the sea,sings,2,premise_1,1,0
7,19,has a trunk,lives in the sea,can be ridden,1,premise_1,0,1
8,19,has a trunk,lives in the sea,eats grain,2,premise_1,1,0
9,19,has a trunk,lives in the sea,makes an irritating sound,4,premise_1,1,0
10,19,has a trunk,lives in the sea,eats nuts,5,premise_1,1,1
11,19,has six legs,lives in the sea,lives in water,4,premise_1,1,1
12,19,has six legs,lives in the sea,has four legs,1,premise_1,1,0
13,19,has six legs,lives in the sea,can swim,5,premise_1,1,1
14,19,has six legs,lives in the sea,eats fish,4,premise_1,1,1
15,19,has six legs,lives in the sea,lives in the woods,3,premise_1,1,1
16,19,has six legs,lives in the sea,has feelers,6,premise_1,0,1
17,19,has six legs,lives in the sea,eats grass,2,premise_1,1,0
18,19,has six legs,lives in the sea,has no legs,1,premise_1,1,0
19,19,has six legs,lives in the sea,makes an irritating sound,5,premise_1,1,0
20,19,has six legs,lives in the sea,eats nuts,2,premise_1,1,0
21,19,can fly,has a mane,lays eggs,5,premise_1,0,1
22,19,can fly,has a mane,has wings,7,premise_1,1,1
23,19,can fly,has a mane,lives in water,1,premise_1,0,0
24,19,can fly,has a mane,has four legs,3,premise_1,0,1
25,19,can fly,has a mane,has feelers,3,premise_1,0,0
26,19,can fly,has a mane,lives in trees,6,premise_1,1,0
27,19,can fly,has a mane,has fur,2,premise_1,1,1
28,19,can fly,has a mane,makes an irritating sound,5,premise_1,0,0
29,19,can fly,has a mane,sees in the dark,4,premise_1,0,1
30,19,can fly,has a mane,eats nuts,3,premise_1,0,0
31,19,sucks blood,has two legs,has four legs,2,premise_1,1,0
32,19,sucks blood,has two legs,has feathers,2,premise_1,0,1
33,19,sucks blood,has two legs,has a beak,2,premise_1,0,1
34,19,sucks blood,has two legs,stings,6,premise_1,0,1
35,19,sucks blood,has two legs,has six legs,5,premise_1,1,1
36,19,sucks blood,has two legs,crawls,4,premise_1,1,1
37,19,sucks blood,has two legs,has feelers,4,premise_1,0,1
38,19,sucks blood,has two legs,has no legs,5,premise_1,1,0
39,19,sucks blood,has two legs,eats nuts,1,premise_1,0,1
40,19,sucks blood,has two legs,eats berries,1,premise_1,0,1
41,19,lives in the desert,is blue,lives in water,1,premise_1,1,1
42,19,lives in the desert,is blue,lives in the sea,1,premise_1,1,1
43,19,lives in the desert,is blue,eats fish,1,premise_1,1,0
44,19,lives in the desert,is blue,lives in the woods,1,premise_1,1,0
45,19,lives in the desert,is blue,has gills,1,premise_1,0,1
46,19,lives in the desert,is blue,is a nocturnal animal,6,premise_1,0,0
47,19,lives in the desert,is blue,is slow,3,premise_1,0,0
48,19,lives in the desert,is blue,has no legs,5,premise_1,0,0
49,19,lives in the desert,is blue,lives under the ground,6,premise_1,1,0
50,19,lives in the desert,is blue,sees in the dark,5,premise_1,0,0
51,19,can fly,has scales,has wings,7,premise_1,1,1
52,19,can fly,has scales,lives in water,1,premise_1,0,0
53,19,can fly,has scales,has feathers,6,premise_1,1,0
54,19,can fly,has scales,can swim,1,premise_1,0,1
55,19,can fly,has scales,is a predator,5,premise_1,0,0
56,19,can fly,has scales,lives in trees,6,premise_1,1,0
57,19,can fly,has scales,sings,6,premise_1,0,0
58,19,can fly,has scales,can be ridden,2,premise_1,0,0
59,19,can fly,has scales,has fur,2,premise_1,1,0
60,19,can fly,has scales,is cold-blooded,3,premise_1,0,1
61,19,has wings,has sharp teeth,can fly,6,premise_1,1,1
62,19,has wings,has sharp teeth,lives in water,1,premise_1,0,0
63,19,has wings,has sharp teeth,is green,3,premise_1,0,0
64,19,has wings,has sharp teeth,has gills,1,premise_1,0,0
65,19,has wings,has sharp teeth,has two legs,6,premise_1,0,0
66,19,has wings,has sharp teeth,is a predator,5,premise_1,1,0
67,19,has wings,has sharp teeth,is pink,2,premise_1,0,0
68,19,has wings,has sharp teeth,makes a web,3,premise_1,0,0
69,19,has wings,has sharp teeth,is strong,4,premise_1,0,0
70,19,has wings,has sharp teeth,climbs well,3,premise_1,0,0
71,19,has four legs,has feathers,can fly,3,premise_1,0,1
72,19,has four legs,has feathers,has wings,3,premise_1,0,1
73,19,has four legs,has feathers,has scales,3,premise_1,1,0
74,19,has four legs,has feathers,has a beak,3,premise_1,0,1
75,19,has four legs,has feathers,has two legs,1,premise_1,1,1
76,19,has four legs,has feathers,has six legs,1,premise_1,1,0
77,19,has four legs,has feathers,can be ridden,5,premise_1,1,0
78,19,has four legs,has feathers,has fur,6,premise_1,1,0
79,19,has four legs,has feathers,has no legs,1,premise_1,1,0
80,19,has four legs,has feathers,is pink,2,premise_1,0,0
81,19,makes a web,lives in water,lives in the sea,1,premise_1,1,0
82,19,makes a web,lives in water,can swim,2,premise_1,1,1
83,19,makes a web,lives in water,eats fish,2,premise_1,1,0
84,19,makes a web,lives in water,lives in the woods,4,premise_1,1,0
